,¶©µ¥ºÅ,SKU±àÂë,ÊýÁ¿
1659,168,11,15
1660,168,13,6
1661,168,14,15
1662,168,17,17
1663,168,22,18
1664,168,25,19
1665,168,28,17
1666,169,1,5
1667,169,5,15
1668,169,7,18
1669,169,8,16
1670,169,10,14
1671,169,11,12
1672,169,16,19
1673,169,22,17
1674,170,1,19
1675,170,3,18
1676,170,5,9
1677,170,9,14
1678,170,10,7
1679,170,12,19
1680,170,14,6
1681,170,15,6
1682,170,16,15
1683,170,20,12
1684,170,24,15
1685,170,28,8
1686,171,1,14
1687,171,7,19
1688,171,8,15
1689,171,10,5
1690,171,16,16
1691,171,23,6
1692,171,25,13
1693,171,29,6
1694,172,0,11
1695,172,1,18
1696,172,5,5
1697,172,7,14
1698,172,11,14
1699,172,14,8
1700,172,16,12
1701,172,18,8
1702,172,19,15
1703,172,29,6
1704,173,0,19
1705,173,4,18
1706,173,5,19
1707,173,8,17
1708,173,13,14
1709,173,16,8
1710,173,17,12
1711,173,24,16
1712,173,25,14
1713,173,27,9
1714,173,29,14
1715,174,0,19
1716,174,1,6
1717,174,2,10
1718,174,3,10
1719,174,7,8
1720,174,9,14
1721,174,10,15
1722,174,12,10
1723,174,15,14
1724,174,17,19
1725,174,18,11
1726,174,22,5
1727,174,24,14
1728,174,27,14
1729,175,0,9
1730,175,1,12
1731,175,4,19
1732,175,6,16
1733,175,7,11
1734,175,9,16
1735,175,12,19
1736,175,16,8
1737,175,20,8
1738,175,24,17
1739,175,27,7
1740,175,28,5
1741,175,29,7
1742,176,4,9
1743,176,5,7
1744,176,12,10
1745,176,19,13
1746,176,23,8
1747,176,26,14
1748,177,0,14
1749,177,3,16
1750,177,8,18
1751,177,9,16
1752,177,12,13
1753,177,14,8
1754,177,16,12
1755,177,21,9
1756,177,23,5
1757,177,25,19
1758,178,0,14
1759,178,1,16
1760,178,3,17
1761,178,4,9
1762,178,5,11
1763,178,7,16
1764,178,8,18
1765,178,9,17
1766,178,14,17
1767,178,20,9
1768,178,28,13
1769,178,29,18
1770,179,2,17
1771,179,3,18
1772,179,4,13
1773,179,6,10
1774,179,7,12
1775,179,12,8
1776,179,13,10
1777,179,15,10
1778,179,17,7
1779,179,28,6
1780,180,0,11
1781,180,1,11
1782,180,3,16
1783,180,5,13
1784,180,6,10
1785,180,11,6
1786,180,20,13
1787,180,29,12
1788,181,2,5
1789,181,5,7
1790,181,10,15
1791,181,12,15
1792,181,14,8
1793,181,15,7
1794,181,16,8
1795,181,17,10
1796,181,21,18
1797,181,22,13
1798,181,23,7
1799,181,27,19
1800,181,28,5
1801,181,29,16
1802,182,0,18
1803,182,1,14
1804,182,3,13
1805,182,6,14
1806,182,7,19
1807,182,8,10
1808,182,11,7
1809,182,25,19
1810,183,2,13
1811,183,3,16
1812,183,4,14
1813,183,5,14
1814,183,9,8
1815,183,25,13
1816,183,27,17
1817,184,4,11
1818,184,6,12
1819,184,8,16
1820,184,9,13
1821,184,10,5
1822,184,15,9
1823,184,16,5
1824,184,19,7
1825,184,20,18
1826,184,25,17
1827,185,1,5
1828,185,3,11
1829,185,5,6
1830,185,6,7
1831,185,14,7
1832,185,15,10
1833,185,19,14
1834,185,20,17
1835,185,21,9
1836,185,22,5
1837,185,23,12
1838,185,29,13
1839,186,1,5
1840,186,5,5
1841,186,9,8
1842,186,10,18
1843,186,11,12
1844,186,14,11
1845,186,15,11
1846,186,16,14
1847,186,19,8
1848,186,24,19
1849,186,26,16
1850,186,29,19
1851,187,4,14
1852,187,5,5
1853,187,11,5
1854,187,22,14
1855,187,28,18
1856,188,0,14
1857,188,1,11
1858,188,3,19
1859,188,4,6
1860,188,9,13
1861,188,11,10
1862,188,16,12
1863,189,2,16
1864,189,6,8
1865,189,10,10
1866,189,11,8
1867,189,14,14
1868,189,15,13
1869,189,25,13
1870,189,26,10
1871,190,0,14
1872,190,8,5
1873,190,10,19
1874,190,11,13
1875,190,12,6
1876,190,24,12
1877,190,25,8
1878,191,2,19
1879,191,6,19
1880,191,9,7
1881,191,13,9
1882,191,14,17
1883,191,15,5
1884,191,16,15
1885,191,17,8
1886,191,19,6
1887,191,21,8
1888,191,23,8
1889,191,25,13
1890,191,27,11
1891,192,16,19
1892,192,17,18
1893,192,19,10
1894,192,22,14
1895,192,23,16
1896,193,2,6
1897,193,5,10
1898,193,6,6
1899,193,8,6
1900,193,16,5
1901,193,18,11
1902,193,19,7
1903,193,24,15
1904,193,25,5
1905,194,3,7
1906,194,9,19
1907,194,15,9
1908,194,23,6
1909,194,24,8
1910,194,27,13
1911,195,0,11
1912,195,2,9
1913,195,9,12
1914,195,10,15
1915,195,11,5
1916,195,16,7
1917,195,17,6
1918,195,19,19
1919,196,2,11
1920,196,4,10
1921,196,5,7
1922,196,11,19
1923,196,12,17
1924,196,13,5
1925,196,18,11
1926,196,20,14
1927,196,21,17
1928,196,22,9
1929,196,25,10
1930,196,27,19
1931,197,6,5
1932,197,12,13
1933,197,17,8
1934,197,19,14
1935,197,20,7
1936,197,21,10
1937,197,23,9
1938,197,27,7
1939,197,28,5
1940,197,29,8
1941,198,3,6
1942,198,5,11
1943,198,13,13
1944,198,16,8
1945,198,18,18
1946,198,19,13
1947,198,23,12
1948,198,24,12
1949,198,25,19
1950,198,27,7
1951,198,29,8
1952,199,6,8
1953,199,17,18
1954,199,23,16
1955,199,24,14
1956,199,27,13
1957,200,0,16
1958,200,3,8
1959,200,6,18
1960,200,8,10
1961,200,9,12
1962,200,10,6
1963,200,11,11
1964,200,12,12
1965,200,14,19
1966,200,16,14
1967,200,21,19
1968,200,22,15
1969,200,28,13
1970,201,0,6
1971,201,1,6
1972,201,4,8
1973,201,7,8
1974,201,15,9
1975,201,16,13
1976,201,19,8
1977,201,20,17
1978,201,22,8
1979,201,23,18
1980,201,27,12
1981,202,2,17
1982,202,3,12
1983,202,5,11
1984,202,6,5
1985,202,8,11
1986,202,9,17
1987,202,10,15
1988,202,15,19
1989,202,17,18
1990,202,25,5
1991,202,26,10
1992,202,27,16
1993,202,28,11
1994,203,3,16
1995,203,5,7
1996,203,6,11
1997,203,17,16
1998,203,26,15
1999,204,7,8
2000,204,11,17
2001,204,14,9
2002,204,18,12
2003,204,23,12
2004,204,27,10
2005,204,28,5
2006,205,2,11
2007,205,3,8
2008,205,5,15
2009,205,8,10
2010,205,11,9
2011,205,14,19
2012,205,23,5
2013,205,25,15
2014,205,28,10
2015,206,0,14
2016,206,11,15
2017,206,13,5
2018,206,16,7
2019,206,21,6
2020,206,23,8
2021,206,25,5
2022,207,1,6
2023,207,3,9
2024,207,13,13
2025,207,14,16
2026,207,18,13
2027,207,19,14
2028,207,20,13
2029,207,23,6
2030,207,24,7
2031,207,25,13
2032,207,27,18
2033,207,29,12
2034,208,4,12
2035,208,5,14
2036,208,6,17
2037,208,11,18
2038,208,12,17
2039,208,13,6
2040,208,14,12
2041,208,24,9
2042,208,27,5
2043,208,29,5
2044,209,7,10
2045,209,13,8
2046,209,15,6
2047,209,16,5
2048,209,19,15
2049,209,20,10
2050,209,21,19
2051,210,3,12
2052,210,14,9
2053,210,18,8
2054,210,22,9
2055,210,23,8
2056,210,28,18
2057,210,29,14
2058,211,1,5
2059,211,3,11
2060,211,10,5
2061,211,12,19
2062,211,13,12
2063,211,15,13
2064,211,19,15
2065,211,25,7
2066,211,26,15
2067,211,29,5
2068,212,1,18
2069,212,9,17
2070,212,13,16
2071,212,18,13
2072,212,21,5
2073,212,22,9
2074,212,23,10
2075,212,25,16
2076,212,26,19
2077,212,27,11
2078,212,28,5
2079,212,29,16
2080,213,3,6
2081,213,8,18
2082,213,9,19
2083,213,10,5
2084,213,11,8
2085,213,17,5
2086,213,20,9
2087,213,25,7
2088,213,27,19
2089,214,1,8
2090,214,3,10
2091,214,4,11
2092,214,8,6
2093,214,11,10
2094,214,16,8
2095,214,18,10
2096,214,19,19
2097,214,20,8
2098,214,21,19
2099,214,23,19
2100,214,29,14
2101,215,1,13
2102,215,2,14
2103,215,11,6
2104,215,12,12
2105,215,22,6
2106,216,0,17
2107,216,4,18
2108,216,7,18
2109,216,16,12
2110,216,24,19
2111,216,26,7
2112,216,29,8
2113,217,8,6
2114,217,10,19
2115,217,14,18
2116,217,15,6
2117,217,18,15
2118,217,24,11
2119,217,25,7
2120,217,26,15
2121,217,29,14
2122,218,0,12
2123,218,1,12
2124,218,2,16
2125,218,17,8
2126,218,19,10
2127,218,21,15
2128,218,25,7
2129,218,26,14
2130,218,27,12
2131,219,0,16
2132,219,2,19
2133,219,5,15
2134,219,7,8
2135,219,8,6
2136,219,9,18
2137,219,14,15
2138,219,17,6
2139,219,18,17
2140,219,20,5
2141,219,22,14
2142,219,24,10
2143,219,28,7
2144,219,29,13
2145,220,1,13
2146,220,4,10
2147,220,5,18
2148,220,6,17
2149,220,10,17
2150,220,13,16
2151,220,16,5
2152,220,18,7
2153,220,19,19
2154,220,22,11
2155,220,24,5
2156,220,25,5
2157,221,1,5
2158,221,2,18
2159,221,4,11
2160,221,7,12
2161,221,11,13
2162,221,12,8
2163,221,16,9
2164,221,20,10
2165,221,21,9
2166,221,24,8
2167,222,2,18
2168,222,5,17
2169,222,6,8
2170,222,7,16
2171,222,8,18
2172,222,13,7
2173,222,15,13
2174,222,16,15
2175,222,17,17
2176,222,19,7
2177,222,20,16
2178,222,21,14
2179,222,24,15
2180,222,26,15
2181,223,1,10
2182,223,3,11
2183,223,7,18
2184,223,14,5
2185,223,19,5
2186,224,1,12
2187,224,9,10
2188,224,11,6
2189,224,12,11
2190,224,24,9
2191,224,26,19
2192,224,27,16
2193,225,3,11
2194,225,9,10
2195,225,11,14
2196,225,14,14
2197,225,17,6
2198,225,20,16
2199,225,25,19
2200,225,27,12
2201,225,28,9
2202,226,10,6
2203,226,15,14
2204,226,23,7
2205,226,27,17
2206,226,29,6
2207,227,3,14
2208,227,9,9
2209,227,11,6
2210,227,13,6
2211,227,15,7
2212,227,18,6
2213,227,25,10
2214,228,2,8
2215,228,3,19
2216,228,5,9
2217,228,8,9
2218,228,16,19
2219,228,29,8
2220,229,1,10
2221,229,3,17
2222,229,9,7
2223,229,14,5
2224,229,16,14
2225,229,25,12
2226,229,26,5
2227,229,29,17
2228,230,2,6
2229,230,7,14
2230,230,13,17
2231,230,17,14
2232,230,20,9
2233,230,24,7
2234,230,27,16
2235,230,29,6
2236,231,1,18
2237,231,3,5
2238,231,6,5
2239,231,10,11
2240,231,13,16
2241,231,14,19
2242,231,24,18
2243,231,25,5
2244,232,0,7
2245,232,1,18
2246,232,3,8
2247,232,4,7
2248,232,7,14
2249,232,8,10
2250,232,10,19
2251,232,12,12
2252,232,13,8
2253,232,18,11
2254,232,19,17
2255,232,26,15
2256,232,27,10
2257,232,29,19
2258,233,0,11
2259,233,17,15
2260,233,21,15
2261,233,23,6
2262,233,24,15
2263,233,25,9
2264,233,26,9
2265,233,27,7
2266,233,29,7
2267,234,2,5
2268,234,5,9
2269,234,7,18
2270,234,10,13
2271,234,13,17
2272,234,15,14
2273,234,17,7
2274,234,21,6
2275,234,23,19
2276,234,24,6
2277,235,0,16
2278,235,6,17
2279,235,8,16
2280,235,9,10
2281,235,12,10
2282,235,13,8
2283,235,19,11
2284,235,22,7
2285,235,23,8
2286,236,1,9
2287,236,8,5
2288,236,9,8
2289,236,11,7
2290,236,18,8
2291,236,20,5
2292,236,21,15
2293,236,23,5
2294,236,25,6
2295,236,27,6
2296,237,0,16
2297,237,1,15
2298,237,5,18
2299,237,9,6
2300,237,11,19
2301,237,13,11
2302,237,15,16
2303,237,18,9
2304,237,20,18
2305,237,25,5
2306,237,27,19
2307,238,0,8
2308,238,1,5
2309,238,4,18
2310,238,8,15
2311,238,10,13
2312,238,12,18
2313,238,13,14
2314,238,14,11
2315,238,16,11
2316,238,18,8
2317,238,27,10
2318,238,28,17
2319,239,3,19
2320,239,5,5
2321,239,21,8
2322,239,26,12
2323,239,29,12
2324,240,0,9
2325,240,4,8
2326,240,6,15
2327,240,9,16
2328,240,11,10
2329,240,15,19
2330,240,16,14
2331,240,21,18
2332,240,25,10
2333,240,28,5
2334,241,0,7
2335,241,2,16
2336,241,3,16
2337,241,4,17
2338,241,5,10
2339,241,6,6
2340,241,12,6
2341,241,13,11
2342,241,14,8
2343,241,19,6
2344,241,21,5
2345,241,23,8
2346,241,24,19
2347,241,27,18
2348,242,8,8
2349,242,9,14
2350,242,11,18
2351,242,15,17
2352,242,17,11
2353,242,18,5
2354,242,21,19
2355,242,23,10
2356,242,27,13
2357,243,1,8
2358,243,4,13
2359,243,18,9
2360,243,24,6
2361,243,26,8
2362,243,27,15
2363,244,2,6
2364,244,12,15
2365,244,14,17
2366,244,15,5
2367,244,19,6
2368,244,24,19
2369,244,26,10
2370,245,6,18
2371,245,11,9
2372,245,13,13
2373,245,16,15
2374,245,17,17
2375,245,19,13
2376,246,5,18
2377,246,7,7
2378,246,9,5
2379,246,13,9
2380,246,21,12
2381,246,23,17
2382,246,28,16
2383,246,29,18
2384,247,4,13
2385,247,8,9
2386,247,9,19
2387,247,17,7
2388,247,18,5
2389,247,20,15
2390,247,28,14
2391,248,0,19
2392,248,5,7
2393,248,8,14
2394,248,25,6
2395,248,27,18
2396,249,4,13
2397,249,5,8
2398,249,9,7
2399,249,11,17
2400,249,13,16
2401,249,14,18
2402,249,18,9
2403,249,19,17
2404,249,21,18
2405,249,23,14
2406,249,24,5
2407,249,25,5
2408,249,26,13
2409,250,2,19
2410,250,6,5
2411,250,7,5
2412,250,15,6
2413,250,16,9
2414,250,23,17
2415,250,26,12
2416,251,4,5
2417,251,9,13
2418,251,10,15
2419,251,16,7
2420,251,17,15
2421,251,18,6
2422,251,21,9
2423,252,3,6
2424,252,5,8
2425,252,8,15
2426,252,9,5
2427,252,11,9
2428,252,15,10
2429,252,17,10
2430,252,18,13
2431,252,22,14
2432,252,23,13
2433,253,0,10
2434,253,4,5
2435,253,5,8
2436,253,7,5
2437,253,13,7
2438,253,15,10
2439,253,16,9
2440,253,19,6
2441,253,22,7
2442,253,25,14
2443,253,26,17
2444,253,27,14
2445,253,28,11
2446,254,0,12
2447,254,1,13
2448,254,9,6
2449,254,10,15
2450,254,11,7
2451,254,14,8
2452,254,20,19
2453,254,25,19
2454,255,1,7
2455,255,5,17
2456,255,11,14
2457,255,13,13
2458,255,22,18
2459,255,25,17
2460,255,28,12
2461,255,29,12
2462,256,0,15
2463,256,3,15
2464,256,6,15
2465,256,14,16
2466,256,19,10
2467,256,23,8
2468,256,24,19
2469,256,25,10
2470,256,26,10
2471,257,2,15
2472,257,5,11
2473,257,6,15
2474,257,7,6
2475,257,9,11
2476,257,11,5
2477,257,13,11
2478,257,14,8
2479,257,19,11
2480,257,25,6
2481,257,28,10
2482,258,3,18
2483,258,5,13
2484,258,11,9
2485,258,18,13
2486,258,20,6
2487,258,25,19
2488,258,29,14
2489,259,0,19
2490,259,3,15
2491,259,5,12
2492,259,6,8
2493,259,7,19
2494,259,22,9
2495,259,26,8
2496,259,29,19
2497,260,3,17
2498,260,5,10
2499,260,9,17
2500,260,10,8
2501,260,11,5
2502,260,12,18
2503,260,14,13
2504,260,18,14
2505,260,23,7
2506,260,25,10
2507,260,26,16
2508,261,1,13
2509,261,2,11
2510,261,3,19
2511,261,6,16
2512,261,9,10
2513,261,13,15
2514,261,14,18
2515,261,17,12
2516,261,19,16
2517,261,23,11
2518,261,26,15
2519,261,27,12
2520,261,29,15
2521,262,0,8
2522,262,3,18
2523,262,6,14
2524,262,7,6
2525,262,11,12
2526,262,28,19
2527,263,2,6
2528,263,6,13
2529,263,13,7
2530,263,15,5
2531,263,16,10
2532,263,23,5
2533,263,25,10
2534,263,29,15
2535,264,9,15
2536,264,11,11
2537,264,12,5
2538,264,14,13
2539,264,18,6
2540,264,23,14
2541,264,24,13
2542,265,0,16
2543,265,13,8
2544,265,14,12
2545,265,16,17
2546,265,20,18
2547,265,25,19
2548,266,0,10
2549,266,1,6
2550,266,6,13
2551,266,7,16
2552,266,11,9
2553,266,14,19
2554,266,15,15
2555,266,18,9
2556,266,21,8
2557,267,3,14
2558,267,7,18
2559,267,8,13
2560,267,11,8
2561,267,14,9
2562,267,18,14
2563,268,0,11
2564,268,1,13
2565,268,2,6
2566,268,4,13
2567,268,7,14
2568,268,9,11
2569,268,10,14
2570,268,11,16
2571,268,16,6
2572,268,19,12
2573,268,23,11
2574,268,25,7
2575,268,28,18
2576,268,29,10
2577,269,7,17
2578,269,12,14
2579,269,16,16
2580,269,17,16
2581,269,26,10
2582,270,0,6
2583,270,3,11
2584,270,4,17
2585,270,5,5
2586,270,11,14
2587,270,13,14
2588,270,15,7
2589,270,18,9
2590,270,22,17
2591,270,24,10
2592,270,26,19
2593,270,27,18
2594,271,2,5
2595,271,5,19
2596,271,11,6
2597,271,12,7
2598,271,13,18
2599,271,15,11
2600,271,20,10
2601,271,23,6
2602,271,25,6
2603,272,6,10
2604,272,10,11
2605,272,11,12
2606,272,14,8
2607,272,19,8
2608,272,27,12
2609,272,28,19
2610,272,29,16
2611,273,0,14
2612,273,3,18
2613,273,11,14
2614,273,23,7
2615,273,29,17
2616,274,1,12
2617,274,5,7
2618,274,7,19
2619,274,11,14
2620,274,16,15
2621,274,17,16
2622,274,18,10
2623,274,19,9
2624,274,21,11
2625,274,22,9
2626,274,24,19
2627,274,25,9
2628,275,7,15
2629,275,8,11
2630,275,9,11
2631,275,17,18
2632,275,18,6
2633,275,19,16
2634,275,20,9
2635,275,23,18
2636,276,1,17
2637,276,4,17
2638,276,5,15
2639,276,10,13
2640,276,11,18
2641,276,12,13
2642,276,13,13
2643,276,16,8
2644,276,20,10
2645,276,22,13
2646,276,23,8
2647,276,24,12
2648,276,25,11
2649,277,1,11
2650,277,2,6
2651,277,4,5
2652,277,5,5
2653,277,6,9
2654,277,9,14
2655,277,10,9
2656,277,11,18
2657,277,19,18
2658,277,21,15
2659,277,24,10
2660,277,26,11
2661,277,27,8
2662,278,2,5
2663,278,5,6
2664,278,7,12
2665,278,8,14
2666,278,9,13
2667,278,12,9
2668,278,13,15
2669,278,14,15
2670,278,15,11
2671,278,17,12
2672,278,19,8
2673,278,29,8
2674,279,0,16
2675,279,8,5
2676,279,10,13
2677,279,19,19
2678,279,23,11
2679,280,3,16
2680,280,10,15
2681,280,15,19
2682,280,18,10
2683,280,20,18
2684,280,22,7
2685,280,24,12
2686,281,2,6
2687,281,4,8
2688,281,5,9
2689,281,8,8
2690,281,9,14
2691,281,10,7
2692,281,11,19
2693,281,17,18
2694,281,25,16
2695,281,26,17
2696,281,27,19
2697,282,1,11
2698,282,2,15
2699,282,4,13
2700,282,5,10
2701,282,8,13
2702,282,10,17
2703,282,11,16
2704,282,27,12
2705,282,28,8
2706,282,29,9
2707,283,8,6
2708,283,12,7
2709,283,15,18
2710,283,20,7
2711,283,29,14
2712,284,3,14
2713,284,4,19
2714,284,12,11
2715,284,17,9
2716,284,21,15
2717,284,26,12
2718,285,1,6
2719,285,3,10
2720,285,5,13
2721,285,6,15
2722,285,11,13
2723,285,16,9
2724,285,18,7
2725,285,20,17
2726,285,22,6
2727,286,1,9
2728,286,3,9
2729,286,6,11
2730,286,12,10
2731,286,13,5
2732,286,14,19
2733,286,17,10
2734,286,26,10
2735,286,27,14
2736,287,0,13
2737,287,5,9
2738,287,9,11
2739,287,16,16
2740,287,17,16
2741,287,24,16
2742,287,29,8
2743,288,0,18
2744,288,1,16
2745,288,3,18
2746,288,8,13
2747,288,10,14
2748,288,11,13
2749,288,14,7
2750,288,15,16
2751,288,16,8
2752,288,18,9
2753,288,20,11
2754,288,23,10
2755,288,25,16
2756,288,29,18
2757,289,3,13
2758,289,5,15
2759,289,15,14
2760,289,25,18
2761,289,27,19
2762,290,1,10
2763,290,4,13
2764,290,9,6
2765,290,13,14
2766,290,14,10
2767,290,15,10
2768,290,16,10
2769,290,17,15
2770,290,19,8
2771,290,23,8
2772,290,26,6
2773,290,27,10
2774,290,28,5
2775,290,29,18
2776,291,2,11
2777,291,3,7
2778,291,4,7
2779,291,6,14
2780,291,11,13
2781,291,13,5
2782,291,18,15
2783,291,21,6
2784,291,23,10
2785,292,2,13
2786,292,4,12
2787,292,5,10
2788,292,8,15
2789,292,9,14
2790,292,14,18
2791,292,16,13
2792,292,18,15
2793,292,19,5
2794,292,23,7
2795,292,26,12
2796,293,1,17
2797,293,3,9
2798,293,7,14
2799,293,11,7
2800,293,12,16
2801,293,16,12
2802,293,20,17
2803,293,22,6
2804,293,29,6
2805,294,0,8
2806,294,3,15
2807,294,8,13
2808,294,10,18
2809,294,12,9
2810,294,14,14
2811,294,17,7
2812,294,18,6
2813,294,26,18
2814,295,1,9
2815,295,3,12
2816,295,4,5
2817,295,7,12
2818,295,8,12
2819,295,16,9
2820,295,20,5
2821,295,22,15
2822,295,23,11
2823,295,27,17
2824,295,28,5
2825,296,0,15
2826,296,1,13
2827,296,6,15
2828,296,7,19
2829,296,12,8
2830,296,13,8
2831,296,14,17
2832,296,18,6
2833,296,20,9
2834,296,21,14
2835,296,24,16
2836,296,25,15
2837,297,5,10
2838,297,9,11
2839,297,11,10
2840,297,12,14
2841,297,14,19
2842,297,19,7
2843,297,22,11
2844,297,23,11
2845,297,24,15
2846,298,1,15
2847,298,3,12
2848,298,5,6
2849,298,12,15
2850,298,13,14
2851,298,15,17
2852,298,16,10
2853,298,17,9
2854,298,23,8
2855,298,27,6
2856,298,28,9
2857,299,6,8
2858,299,7,18
2859,299,11,18
2860,299,13,19
2861,299,15,9
2862,299,18,12
2863,299,21,6
2864,299,22,16
2865,299,25,5
2866,299,27,17
2867,299,28,10
2868,300,4,17
2869,300,5,11
2870,300,14,8
2871,300,22,8
2872,300,26,16
2873,301,1,19
2874,301,3,17
2875,301,5,11
2876,301,10,14
2877,301,11,5
2878,301,13,19
2879,301,17,15
2880,301,20,9
2881,301,22,11
2882,301,24,9
2883,301,29,12
2884,302,0,17
2885,302,1,10
2886,302,2,7
2887,302,4,13
2888,302,10,12
2889,302,11,15
2890,302,13,14
2891,302,15,16
2892,302,16,9
2893,302,18,15
2894,302,21,10
2895,302,22,9
2896,302,23,16
2897,302,26,6
2898,303,0,10
2899,303,11,19
2900,303,19,7
2901,303,22,12
2902,303,23,19
2903,304,3,9
2904,304,8,18
2905,304,15,6
2906,304,18,10
2907,304,22,8
2908,304,28,5
2909,304,29,18
2910,305,0,6
2911,305,1,11
2912,305,2,5
2913,305,3,6
2914,305,6,10
2915,305,10,9
2916,305,11,6
2917,305,16,13
2918,305,18,14
2919,305,24,6
2920,305,26,12
2921,306,2,8
2922,306,4,14
2923,306,5,10
2924,306,7,16
2925,306,10,18
2926,306,11,11
2927,306,12,7
2928,306,16,16
2929,306,18,6
2930,306,21,18
2931,306,23,9
2932,306,24,7
2933,306,28,19
2934,307,3,8
2935,307,5,6
2936,307,9,5
2937,307,14,19
2938,307,17,16
2939,307,24,10
2940,307,25,18
2941,308,4,17
2942,308,11,14
2943,308,16,13
2944,308,17,8
2945,308,23,11
2946,308,28,16
2947,309,0,13
2948,309,1,13
2949,309,2,15
2950,309,6,17
2951,309,11,6
2952,309,14,6
2953,309,16,6
2954,309,17,11
2955,309,19,16
2956,309,21,16
2957,309,24,11
2958,309,25,13
2959,310,0,11
2960,310,5,6
2961,310,7,7
2962,310,14,19
2963,310,23,14
2964,310,25,5
2965,310,26,16
2966,311,1,9
2967,311,5,12
2968,311,7,18
2969,311,10,9
2970,311,12,18
2971,311,14,11
2972,311,15,6
2973,311,17,10
2974,311,18,12
2975,311,20,11
2976,311,23,17
2977,311,25,13
2978,311,29,14
2979,312,1,8
2980,312,5,14
2981,312,6,10
2982,312,8,7
2983,312,10,5
2984,312,27,12
2985,313,7,11
2986,313,13,16
2987,313,22,13
2988,313,23,18
2989,313,27,12
2990,314,10,5
2991,314,12,6
2992,314,14,11
2993,314,15,8
2994,314,23,6
2995,314,25,18
2996,315,2,7
2997,315,8,14
2998,315,10,9
2999,315,11,12
3000,315,12,15
3001,315,14,19
3002,315,16,17
3003,315,17,5
3004,315,18,15
3005,315,19,12
3006,315,23,9
3007,315,25,6
3008,316,4,5
3009,316,6,17
3010,316,9,14
3011,316,11,13
3012,316,13,7
3013,316,14,15
3014,316,15,18
3015,316,17,14
3016,316,24,17
3017,316,28,12
3018,316,29,18
3019,317,3,5
3020,317,4,11
3021,317,6,7
3022,317,10,10
3023,317,12,5
3024,317,16,8
3025,317,17,7
3026,317,19,14
3027,317,20,6
3028,317,21,15
3029,318,0,7
3030,318,1,19
3031,318,5,7
3032,318,6,18
3033,318,7,17
3034,318,9,8
3035,318,10,9
3036,318,14,7
3037,318,16,10
3038,318,17,19
3039,318,19,8
3040,318,22,8
3041,318,26,8
3042,318,28,11
3043,319,2,11
3044,319,4,15
3045,319,8,19
3046,319,16,10
3047,319,18,6
3048,319,22,19
3049,319,24,6
3050,319,26,11
3051,319,27,10
3052,319,29,14
3053,320,2,8
3054,320,6,8
3055,320,7,5
3056,320,9,8
3057,320,10,13
3058,320,24,17
3059,320,25,13
3060,320,28,13
3061,320,29,17
3062,321,5,17
3063,321,7,9
3064,321,19,7
3065,321,22,9
3066,321,26,5
3067,322,11,18
3068,322,12,7
3069,322,15,8
3070,322,16,12
3071,322,17,10
3072,322,18,6
3073,322,20,8
3074,322,23,15
3075,322,24,17
3076,322,28,13
3077,323,0,10
3078,323,6,18
3079,323,9,19
3080,323,13,5
3081,323,14,14
3082,323,16,9
3083,323,17,13
3084,323,18,15
3085,323,20,8
3086,323,21,14
3087,323,25,12
3088,323,26,15
3089,324,3,15
3090,324,9,19
3091,324,11,8
3092,324,12,13
3093,324,16,10
3094,324,18,7
3095,324,19,9
3096,324,21,13
3097,324,24,11
3098,325,0,14
3099,325,1,11
3100,325,4,17
3101,325,8,14
3102,325,11,13
3103,325,12,7
3104,325,14,16
3105,325,23,14
3106,325,25,12
3107,325,26,16
3108,325,28,13
3109,325,29,16
3110,326,0,16
3111,326,1,17
3112,326,2,6
3113,326,3,6
3114,326,4,18
3115,326,8,6
3116,326,10,14
3117,326,13,9
3118,326,15,18
3119,326,18,16
3120,326,20,12
3121,326,22,17
3122,326,25,17
3123,326,26,10
3124,327,1,15
3125,327,2,19
3126,327,6,16
3127,327,8,19
3128,327,9,17
3129,327,10,13
3130,327,12,14
3131,327,13,18
3132,327,15,15
3133,327,19,9
3134,327,21,10
3135,327,22,5
3136,327,23,16
3137,328,2,18
3138,328,4,19
3139,328,10,14
3140,328,12,5
3141,328,14,11
3142,328,16,17
3143,328,18,13
3144,328,22,10
3145,328,23,13
3146,328,25,10
3147,328,26,15
3148,328,28,18
3149,328,29,19
3150,329,1,5
3151,329,5,7
3152,329,6,13
3153,329,7,15
3154,329,11,19
3155,329,14,9
3156,329,16,8
3157,329,17,19
3158,329,18,10
3159,329,19,7
3160,329,21,11
3161,329,29,14
3162,330,0,10
3163,330,2,8
3164,330,7,9
3165,330,9,8
3166,330,25,19
3167,331,3,13
3168,331,7,11
3169,331,8,5
3170,331,10,6
3171,331,13,18
3172,331,15,16
3173,331,17,14
3174,331,22,11
3175,331,23,7
3176,331,27,17
3177,331,28,19
3178,332,3,17
3179,332,4,9
3180,332,6,13
3181,332,10,9
3182,332,13,18
3183,332,14,10
3184,332,20,19
3185,332,21,9
3186,332,25,17
3187,332,26,12
3188,332,27,13
3189,333,0,7
3190,333,2,5
3191,333,3,5
3192,333,4,14
3193,333,5,14
3194,333,10,12
3195,333,15,15
3196,333,16,8
3197,333,24,18
3198,333,28,8
3199,333,29,19
3200,334,1,17
3201,334,3,11
3202,334,9,16
3203,334,10,13
3204,334,11,9
3205,334,14,10
3206,334,15,9
3207,334,16,19
3208,334,18,8
3209,334,20,15
